%  Dow Jones 30 - Industrial Average
%
%  Normalized      Normalized  Closing Price 
%  Time            (2012-02-14) - (2017-02-13)
%
%       x               y
%
   0.0000000e+00   1.0000000e+00
   7.9554495e-04   9.9300461e-01
   1.5910899e-03   9.8825407e-01
   2.3866348e-03   9.8247024e-01
   3.1821798e-03   9.8423140e-01
   3.9777247e-03   9.8237618e-01
   4.7732697e-03   9.8330901e-01
   5.5688146e-03   9.7416981e-01
   6.3643596e-03   9.7446519e-01
   7.1599045e-03   9.7314981e-01
   7.9554495e-03   9.7839380e-01
   8.7509944e-03   9.8440239e-01
   9.5465394e-03   9.8475174e-01
   1.0342084e-02   9.8316443e-01
   1.1137629e-02   9.7553178e-01
   1.1933174e-02   9.7000266e-01
   1.2728719e-02   9.7134501e-01
   1.3524264e-02   9.6669829e-01
   1.4319809e-02   9.7024129e-01
   1.5115354e-02   9.7132148e-01
   1.5910899e-02   9.7421000e-01
   1.6706444e-02   9.7446815e-01
   1.7501989e-02   9.7756823e-01
   1.8297534e-02   9.7273043e-01
   1.9093079e-02   9.7429085e-01
   1.9888624e-02   9.7803469e-01
   2.0684169e-02   9.7487424e-01
   2.1479714e-02   9.7697451e-01
   2.2275259e-02   9.7401547e-01
   2.3070804e-02   9.6817777e-01
   2.3866348e-02   9.7097902e-01
   2.4661893e-02   9.7166001e-01
   2.5457438e-02   9.7711555e-01
   2.6252983e-02   9.7656546e-01
   2.7048528e-02   9.7583405e-01
   2.7844073e-02   9.7696475e-01
   2.8639618e-02   9.7856469e-01
   2.9435163e-02   9.7407920e-01
   3.0230708e-02   9.7213671e-01
   3.1026253e-02   9.7256930e-01
   3.1821798e-02   9.6964403e-01
   3.2617343e-02   9.7545829e-01
   3.3412888e-02   9.6983511e-01
   3.4208433e-02   9.6789607e-01
   3.5003978e-02   9.6093752e-01
   3.5799523e-02   9.5774377e-01
   3.6595068e-02   9.4315247e-01
   3.7390613e-02   9.4141140e-01
   3.8186158e-02   9.3916664e-01
   3.8981702e-02   9.4022041e-01
   3.9777247e-02   9.3687194e-01
   4.0572792e-02   9.3677492e-01
   4.1368337e-02   9.3561388e-01
   4.2163882e-02   9.3827113e-01
   4.2959427e-02   9.3489271e-01
   4.3754972e-02   9.3198706e-01
   4.4550517e-02   9.2869590e-01
   4.5346062e-02   9.2434752e-01
   4.6141607e-02   9.2610582e-01
   4.6937152e-02   9.2435786e-01
   4.7732697e-02   9.2704841e-01
   4.8528242e-02   9.2438474e-01
   4.9323787e-02   9.2335451e-01
   5.0119332e-02   9.2140571e-01
   5.0914877e-02   9.1071642e-01
   5.1710422e-02   8.9812838e-01
   5.2505967e-02   8.9454519e-01
   5.3301512e-02   8.7635405e-01
   5.4097056e-02   8.7843079e-01
   5.4892601e-02   8.7985007e-01
   5.5688146e-02   8.8364482e-01
   5.6483691e-02   8.8880451e-01
   5.7279236e-02   8.8972403e-01
   5.8074781e-02   8.9013997e-01
   5.8870326e-02   8.9159256e-01
   5.9665871e-02   8.9011988e-01
   6.0461416e-02   8.9275359e-01
   6.1256961e-02   8.8896573e-01
   6.2052506e-02   8.8978087e-01
   6.2848051e-02   8.9175369e-01
   6.3643596e-02   8.8976078e-01
   6.4439141e-02   8.8606009e-01
   6.5234686e-02   8.8860663e-01
   6.6030231e-02   8.8667438e-01
   6.6825776e-02   8.8889167e-01
   6.7621321e-02   8.8813041e-01
   6.8416866e-02   8.9794705e-01
   6.9212411e-02   8.9360901e-01
   7.0007955e-02   8.9498122e-01
   7.0803500e-02   8.9559504e-01
   7.1599045e-02   8.9007969e-01
   7.2394590e-02   8.9426349e-01
   7.3190135e-02   8.9692371e-01
   7.3985680e-02   8.8885493e-01
   7.4781225e-02   8.9844681e-01
   7.5576770e-02   8.9301184e-01
   7.6372315e-02   8.8647306e-01
   7.7167860e-02   8.9463580e-01
   7.7963405e-02   9.0105412e-01
   7.8758950e-02   8.9621574e-01
   7.9554495e-02   8.8819414e-01
   8.0350040e-02   8.8771447e-01
   8.1145585e-02   8.8789235e-01
   8.1941130e-02   8.9223680e-01
   8.2736675e-02   8.8353067e-01
   8.3532220e-02   8.8509741e-01
   8.4327765e-02   8.9775262e-01
   8.5123309e-02   8.8601349e-01
   8.5918854e-02   9.0533829e-01
   8.6714399e-02   9.0760314e-01
   8.7509944e-02   9.0818997e-01
   8.8305489e-02   9.0592866e-01
   8.9101034e-02   9.0236901e-01
   8.9896579e-02   9.0146661e-01
   9.0692124e-02   9.0408368e-01
   9.1487669e-02   9.0646899e-01
   9.2283214e-02   9.0119812e-01
   9.3078759e-02   9.0379509e-01
   9.3874304e-02   9.0541522e-01
   9.4669849e-02   9.0863978e-01
   9.5465394e-02   9.0776379e-01
   9.6260939e-02   9.0889794e-01
   9.7056484e-02   9.1110882e-01
   9.7852029e-02   9.0994482e-01
   9.8647574e-02   9.0887096e-01
   9.9443119e-02   9.1298768e-01
   1.0023866e-01   9.1006883e-01
   1.0103421e-01   9.1188387e-01
   1.0182975e-01   9.0610989e-01
   1.0262530e-01   9.0794167e-01
   1.0342084e-01   9.0775738e-01
   1.0421639e-01   9.0845502e-01
   1.0501193e-01   8.9907441e-01
   1.0580748e-01   8.9921889e-01
   1.0660302e-01   8.9719899e-01
   1.0739857e-01   9.0164439e-01
   1.0819411e-01   9.0300292e-01
   1.0898966e-01   9.0418405e-01
   1.0978520e-01   9.0495909e-01
   1.1058075e-01   9.0503650e-01
   1.1137629e-01   9.0598253e-01
   1.1217184e-01   9.0979345e-01
   1.1296738e-01   9.0716663e-01
   1.1376293e-01   9.1097802e-01
   1.1455847e-01   9.0921341e-01
   1.1535402e-01   9.0794167e-01
   1.1614956e-01   9.0713333e-01
   1.1694511e-01   9.0663654e-01
   1.1774065e-01   9.0005756e-01
   1.1853620e-01   8.9885979e-01
   1.1933174e-01   8.9294467e-01
   1.2012729e-01   8.8901616e-01
   1.2092283e-01   8.7672646e-01
   1.2171838e-01   8.7784041e-01
   1.2251392e-01   8.7401916e-01
   1.2330947e-01   8.7934687e-01
   1.2410501e-01   8.7839749e-01
   1.2490056e-01   8.6686953e-01
   1.2569610e-01   8.5290927e-01
   1.2649165e-01   8.3970732e-01
   1.2728719e-01   8.5246980e-01
   1.2808274e-01   8.8236964e-01
   1.2887828e-01   8.7109007e-01
   1.2967383e-01   8.7348572e-01
   1.3046937e-01   8.7226776e-01
   1.3126492e-01   8.6591326e-01
   1.3206046e-01   8.6875174e-01
   1.3285601e-01   8.6419907e-01
   1.3365155e-01   8.6589661e-01
   1.3444710e-01   8.6872141e-01
   1.3524264e-01   8.7523024e-01
   1.3603819e-01   8.8110172e-01
   1.3683373e-01   8.8207474e-01
   1.3762928e-01   8.7880357e-01
   1.3842482e-01   8.7792423e-01
   1.3922037e-01   8.7237511e-01
   1.4001591e-01   8.7391831e-01
   1.4081146e-01   8.7152314e-01
